gene	genome	ec.num	gene.length
coli_1460 	 1 	  	 801 
coli_1461 	 1 	 1.2. 	 1440 
coli_1462 	 1 	  	 252 
coli_1463 	 1 	  	 405 
coli_1464 	 1 	  	 117 
coli_1465 	 1 	  	 531 
coli_1466 	 1 	  	 174 
coli_1468 	 1 	  	 924 
coli_1469 	 1 	  	 1344 
coli_1470 	 1 	  	 1620 
coli_1471 	 1 	  	 225 
coli_1472 	 1 	  	 981 
coli_1473 	 1 	 2.3. 	 540 
coli_1474 	 1 	  	 993 
coli_1475 	 1 	  	 594 
coli_1476 	 1 	  	 120 
coli_1477 	 1 	  	 669 
coli_1478 	 1 	  	 168 
coli_1479 	 1 	  	 138 
coli_1480 	 1 	  	 147 
coli_1481 	 1 	  	 1149 
coli_1483 	 1 	  	 537 
coli_1484 	 1 	  	 1962 
coli_1485 	 1 	  	 171 
coli_1486 	 1 	  	 123 
coli_1487 	 1 	  	 438 
coli_1488 	 1 	  	 1407 
coli_1489 	 1 	  	 1146 
coli_1490 	 1 	  	 1014 
coli_1491 	 1 	  	 942 
coli_1492 	 1 	  	 795 
coli_1493 	 1 	  	 117 
coli_1494 	 1 	 1.2. 	 1425 
coli_1495 	 1 	  	 249 
coli_1496 	 1 	  	 234 
coli_1497 	 1 	  	 450 
coli_1498 	 1 	  	 519 
coli_1499 	 1 	  	 1038 
coli_1500 	 1 	  	 666 
coli_1501 	 1 	  	 2103 
coli_1502 	 1 	  	 1062 
coli_1503 	 1 	  	 1500 
coli_1504 	 1 	  	 150 
coli_1505 	 1 	  	 330 
coli_1506 	 1 	  	 120 
coli_1507 	 1 	  	 2049 
coli_1508 	 1 	  	 234 
coli_1509 	 1 	  	 747 
coli_1510 	 1 	  	 1137 
coli_1511 	 1 	  	 570 
coli_1512 	 1 	 5.3. 	 234 
coli_1513 	 1 	 2.3. 	 846 
coli_1514 	 1 	  	 894 
coli_1515 	 1 	 1.7. 	 681 
coli_1516 	 1 	  	 696 
coli_1517 	 1 	 1.7. 	 1545 
coli_1518 	 1 	 1.7. 	 3741 
coli_1519 	 1 	  	 1389 
coli_1520 	 1 	  	 957 
coli_1521 	 1 	  	 291 
coli_1522 	 1 	  	 825 
coli_1523 	 1 	  	 126 
coli_1524 	 1 	  	 588 
coli_1525 	 1 	 1.2. 	 2412 
coli_1526 	 1 	 1.2. 	 879 
coli_1527 	 1 	 1.2. 	 654 
coli_1528 	 1 	  	 285 
coli_1529 	 1 	 1.1. 	 1011 
coli_1530 	 1 	 1.1. 	 1698 
coli_1531 	 1 	  	 138 
coli_1532 	 1 	  	 216 
coli_1533 	 1 	 1.11 	 432 
coli_1534 	 1 	  	 927 
coli_1535 	 1 	  	 987 
coli_1536 	 1 	  	 897 
coli_1537 	 1 	  	 1023 
coli_1538 	 1 	  	 1461 
coli_1539 	 1 	 3.4. 	 582 
coli_1540 	 1 	 3.1. 	 2424 
coli_1541 	 1 	  	 1383 
coli_1542 	 1 	  	 1155 
coli_1543 	 1 	  	 1536 
coli_1544 	 1 	 4.1. 	 1401 
coli_1545 	 1 	  	 114 
coli_1546 	 1 	  	 2784 
coli_1547 	 1 	  	 2373 
coli_1548 	 1 	  	 1593 
coli_1549 	 1 	 1.1. 	 1158 
coli_1550 	 1 	  	 1620 
coli_1551 	 1 	  	 762 
coli_1552 	 1 	  	 198 
coli_1553 	 1 	  	 2280 
coli_1554 	 1 	  	 915 
coli_1555 	 1 	  	 291 
coli_1556 	 1 	  	 135 
coli_1557 	 1 	  	 531 
coli_1558 	 1 	  	 1149 
coli_1559 	 1 	 2.7. 	 1023 
coli_1560 	 1 	  	 267 
coli_1561 	 1 	  	 1401 
coli_1563 	 1 	 2.7. 	 1593 
coli_1564 	 1 	  	 954 
coli_1565 	 1 	 3.6. 	 1536 
coli_1566 	 1 	  	 1029 
coli_1567 	 1 	  	 993 
coli_1568 	 1 	  	 1023 
coli_1569 	 1 	  	 876 
coli_1570 	 1 	  	 291 
coli_1571 	 1 	 2.1. 	 759 
coli_1572 	 1 	  	 915 
coli_1573 	 1 	  	 1452 
coli_1574 	 1 	  	 132 
coli_1575 	 1 	  	 948 
coli_1576 	 1 	  	 360 
coli_1577 	 1 	 3.5. 	 927 
coli_1578 	 1 	 1.2. 	 1389 
coli_1579 	 1 	  	 882 
coli_1580 	 1 	  	 120 
coli_1581 	 1 	  	 1116 
coli_1582 	 1 	  	 1191 
coli_1583 	 1 	  	 666 
coli_1584 	 1 	  	 435 
coli_1585 	 1 	  	 384 
coli_1586 	 1 	  	 219 
coli_1587 	 1 	  	 900 
coli_1588 	 1 	  	 1188 
coli_1589 	 1 	 2.7. 	 891 
coli_1590 	 1 	  	 393 
coli_1591 	 1 	  	 519 
coli_1592 	 1 	 3.4. 	 2046 
coli_1593 	 1 	 1.1. 	 747 
coli_1594 	 1 	  	 687 
coli_1595 	 1 	  	 204 
coli_1596 	 1 	  	 1461 
coli_1597 	 1 	  	 1284 
coli_1598 	 1 	  	 159 
coli_1599 	 1 	  	 591 
coli_1600 	 1 	  	 576 
coli_1601 	 1 	  	 903 
coli_1602 	 1 	  	 570 
coli_1603 	 1 	  	 114 
coli_1604 	 1 	  	 174 
coli_1605 	 1 	  	 174 
coli_1606 	 1 	  	 213 
coli_1607 	 1 	  	 483 
coli_1608 	 1 	  	 534 
coli_1609 	 1 	  	 312 
coli_1610 	 1 	  	 207 
coli_1611 	 1 	  	 216 
coli_1612 	 1 	  	 213 
coli_1613 	 1 	  	 753 
coli_1614 	 1 	  	 1050 
coli_1615 	 1 	  	 252 
coli_1616 	 1 	  	 117 
coli_1617 	 1 	  	 240 
coli_1618 	 1 	  	 333 
coli_1619 	 1 	  	 231 
coli_1620 	 1 	  	 231 
coli_1621 	 1 	  	 156 
coli_1622 	 1 	  	 129 
coli_1623 	 1 	  	 219 
coli_1624 	 1 	  	 171 
coli_1625 	 1 	  	 189 
coli_1626 	 1 	  	 192 
coli_1627 	 1 	  	 921 
coli_1628 	 1 	  	 543 
coli_1629 	 1 	  	 795 
coli_1630 	 1 	  	 1020 
coli_1631 	 1 	  	 1215 
coli_1632 	 1 	  	 327 
coli_1633 	 1 	  	 342 
coli_1634 	 1 	 2.3. 	 561 
coli_1635 	 1 	  	 624 
coli_1636 	 1 	  	 306 
coli_1637 	 1 	  	 2427 
coli_1638 	 1 	  	 2397 
coli_1639 	 1 	  	 618 
coli_1640 	 1 	  	 855 
coli_1641 	 1 	  	 615 
coli_1642 	 1 	 6.3. 	 696 
coli_1643 	 1 	  	 1257 
coli_1644 	 1 	  	 1221 
coli_1645 	 1 	  	 894 
coli_1646 	 1 	  	 1254 
coli_1647 	 1 	  	 336 
coli_1648 	 1 	  	 822 
coli_1649 	 1 	  	 330 
coli_1650 	 1 	  	 366 
coli_1651 	 1 	  	 1035 
coli_1652 	 1 	 1.6. 	 1389 
coli_1653 	 1 	 1.6. 	 1533 
coli_1654 	 1 	  	 945 
coli_1655 	 1 	  	 1383 
coli_1657 	 1 	  	 723 
coli_1658 	 1 	  	 720 
coli_1659 	 1 	 2.7. 	 1302 
coli_1660 	 1 	 4.2. 	 1404 
coli_1661 	 1 	  	 930 
coli_1662 	 1 	 4.2. 	 1647 
coli_1663 	 1 	 5.3. 	 1176 
coli_1664 	 1 	  	 1509 
coli_1665 	 1 	  	 1266 
coli_1666 	 1 	  	 1374 
coli_1667 	 1 	 3.2. 	 1812 
coli_1668 	 1 	  	 591 
coli_1669 	 1 	 1.1. 	 768 
coli_1670 	 1 	  	 1029 
coli_1671 	 1 	  	 1593 
coli_1672 	 1 	 4.4. 	 1173 
coli_1673 	 1 	 3.5. 	 1002 
coli_1674 	 1 	  	 1041 
coli_1675 	 1 	  	 216 
coli_1677 	 1 	  	 582 
coli_1678 	 1 	  	 579 
coli_1679 	 1 	  	 2223 
coli_1680 	 1 	  	 1059 
coli_1681 	 1 	  	 621 
coli_1682 	 1 	  	 696 
coli_1683 	 1 	 4.2. 	 636 
coli_1684 	 1 	  	 1503 
coli_1685 	 1 	 2.5. 	 606 
coli_1686 	 1 	 2.7. 	 861 
coli_1687 	 1 	 6.1. 	 1275 
coli_1688 	 1 	 1.4. 	 657 
coli_1690 	 1 	 2.7. 	 1110 
coli_1692 	 1 	  	 435 
coli_1693 	 1 	  	 120 
coli_1694 	 1 	  	 237 
coli_1695 	 1 	  	 858 
coli_1696 	 1 	  	 1992 
coli_1697 	 1 	 1.15 	 522 
coli_1698 	 1 	 1.-. 	 897 
coli_1699 	 1 	  	 120 
coli_1700 	 1 	  	 600 
coli_1701 	 1 	 1.-. 	 1098 
coli_1702 	 1 	 4.4. 	 408 
coli_1703 	 1 	 3.1. 	 648 
coli_1704 	 1 	  	 4617 
coli_1705 	 1 	  	 348 
coli_1706 	 1 	  	 153 
coli_1707 	 1 	  	 816 
coli_1708 	 1 	 1.15 	 582 
coli_1709 	 1 	  	 1170 
coli_1710 	 1 	  	 120 
coli_1711 	 1 	  	 933 
coli_1712 	 1 	  	 1026 
coli_1713 	 1 	  	 1212 
coli_1714 	 1 	 2.1. 	 1149 
coli_1715 	 1 	 2.5. 	 642 
coli_1716 	 1 	  	 1374 
coli_1717 	 1 	  	 1257 
coli_1720 	 1 	  	 306 
coli_1721 	 1 	  	 1605 
coli_1722 	 1 	  	 813 
coli_1723 	 1 	  	 786 
coli_1724 	 1 	  	 555 
coli_1725 	 1 	  	 639 
coli_1726 	 1 	  	 2103 
coli_1727 	 1 	  	 627 
coli_1728 	 1 	  	 123 
coli_1729 	 1 	  	 171 
coli_1730 	 1 	 2.7. 	 1413 
coli_1731 	 1 	  	 237 
coli_1732 	 1 	  	 1005 
coli_1734 	 1 	 4.4. 	 1221 
coli_1735 	 1 	  	 1272 
coli_1736 	 1 	  	 747 
coli_1737 	 1 	  	 1488 
coli_1738 	 1 	  	 369 
coli_1739 	 1 	  	 189 
coli_1740 	 1 	 3.1. 	 411 
coli_1741 	 1 	  	 3057 
coli_1743 	 1 	  	 357 
coli_1744 	 1 	  	 1155 
coli_1745 	 1 	  	 1266 
coli_1746 	 1 	  	 867 
coli_1747 	 1 	 4.2. 	 759 
coli_1748 	 1 	  	 1596 
coli_1749 	 1 	 1.3. 	 1152 
coli_1750 	 1 	  	 912 
coli_1751 	 1 	  	 177 
coli_1752 	 1 	  	 765 
coli_1753 	 1 	  	 939 
coli_1754 	 1 	  	 1290 
coli_1755 	 1 	  	 294 
coli_1756 	 1 	 6.2. 	 1647 
coli_1757 	 1 	 2.7. 	 2379 
coli_1758 	 1 	  	 834 
coli_1759 	 1 	 2.5. 	 1047 
coli_1760 	 1 	  	 192 
coli_1761 	 1 	  	 1437 
coli_1762 	 1 	  	 714 
coli_1763 	 1 	  	 465 
coli_1764 	 1 	 3.6. 	 750 
coli_1765 	 1 	  	 552 
coli_1766 	 1 	  	 981 
coli_1767 	 1 	  	 300 
coli_1768 	 1 	 6.1. 	 2388 
coli_1769 	 1 	 6.1. 	 984 
coli_1770 	 1 	  	 129 
coli_1771 	 1 	  	 357 
coli_1772 	 1 	  	 198 
coli_1773 	 1 	  	 342 
coli_1774 	 1 	 6.1. 	 1929 
coli_1775 	 1 	  	 324 
coli_1776 	 1 	  	 1416 
coli_1777 	 1 	  	 123 
coli_1778 	 1 	  	 759 
coli_1779 	 1 	 2.7. 	 930 
coli_1780 	 1 	  	 291 
coli_1781 	 1 	  	 861 
coli_1782 	 1 	  	 537 
coli_1783 	 1 	 3.1. 	 669 
coli_1784 	 1 	  	 591 
coli_1785 	 1 	  	 1392 
coli_1786 	 1 	  	 804 
coli_1787 	 1 	  	 243 
coli_1788 	 1 	 1.11 	 2262 
coli_1789 	 1 	  	 750 
coli_1790 	 1 	 3.2. 	 1353 
coli_1791 	 1 	  	 840 
coli_1792 	 1 	 2.7. 	 351 
coli_1793 	 1 	 2.7. 	 1359 
coli_1794 	 1 	 2.7. 	 321 
coli_1795 	 1 	  	 339 
coli_1796 	 1 	 6.3. 	 828 
coli_1797 	 1 	  	 576 
coli_1798 	 1 	 3.1. 	 750 
coli_1799 	 1 	  	 486 
coli_1800 	 1 	 3.5. 	 969 
coli_1801 	 1 	 3.5. 	 1344 
coli_1802 	 1 	 1.2. 	 1479 
coli_1803 	 1 	 2.3. 	 1035 
coli_1804 	 1 	 2.6. 	 1221 
coli_1805 	 1 	  	 171 
coli_1806 	 1 	 3.1. 	 807 
coli_1807 	 1 	  	 711 
coli_1808 	 1 	  	 678 
coli_1809 	 1 	  	 708 
coli_1810 	 1 	  	 549 
coli_1811 	 1 	  	 1167 
coli_1812 	 1 	  	 1536 
coli_1813 	 1 	  	 654 
coli_1814 	 1 	 2.8. 	 1308 
coli_1815 	 1 	  	 621 
coli_1816 	 1 	  	 273 
coli_1817 	 1 	 3.6. 	 408 
coli_1818 	 1 	  	 114 
coli_1819 	 1 	 1.4. 	 1344 
coli_1821 	 1 	 5.99 	 1962 
coli_1822 	 1 	 2.7. 	 1044 
coli_1823 	 1 	  	 552 
coli_1824 	 1 	 3.4. 	 1857 
coli_1825 	 1 	 3.5. 	 969 
coli_1826 	 1 	  	 642 
coli_1827 	 1 	  	 1359 
coli_1828 	 1 	  	 759 
coli_1829 	 1 	  	 981 
coli_1830 	 1 	  	 948 
coli_1831 	 1 	  	 837 
coli_1832 	 1 	 1.1. 	 1044 
coli_1833 	 1 	  	 1380 
coli_1834 	 1 	  	 1077 
coli_1835 	 1 	  	 273 
coli_1836 	 1 	 1.8. 	 414 
coli_1837 	 1 	 1.2. 	 996 
coli_1838 	 1 	  	 885 
coli_1839 	 1 	  	 855 
coli_1841 	 1 	  	 1935 
coli_1842 	 1 	  	 1284 
coli_1843 	 1 	  	 1335 
coli_1844 	 1 	  	 1491 
coli_1845 	 1 	  	 504 
coli_1846 	 1 	  	 810 
coli_1847 	 1 	  	 447 
coli_1848 	 1 	  	 1182 
coli_1849 	 1 	  	 348 
coli_1850 	 1 	  	 255 
coli_1851 	 1 	  	 1026 
coli_1852 	 1 	  	 114 
coli_1853 	 1 	  	 249 
coli_1854 	 1 	  	 183 
coli_1855 	 1 	  	 360 
coli_1856 	 1 	  	 135 
coli_1857 	 1 	  	 639 
coli_1858 	 1 	  	 924 
coli_1859 	 1 	 1.1. 	 1086 
coli_1860 	 1 	  	 1440 
coli_1861 	 1 	  	 1125 
coli_1862 	 1 	  	 966 
coli_1863 	 1 	 3.1. 	 1116 
coli_1864 	 1 	 6.2. 	 1686 
coli_1865 	 1 	  	 582 
coli_1866 	 1 	  	 696 
coli_1867 	 1 	  	 1911 
coli_1868 	 1 	  	 345 
coli_1869 	 1 	  	 138 
coli_1870 	 1 	  	 300 
coli_1871 	 1 	  	 180 
coli_1872 	 1 	 2.6. 	 1362 
coli_1873 	 1 	  	 579 
coli_1874 	 1 	 4.3. 	 1299 
coli_1875 	 1 	  	 1599 
coli_1876 	 1 	  	 1557 
coli_1877 	 1 	 2.7. 	 972 
coli_1878 	 1 	  	 801 
coli_1879 	 1 	  	 852 
coli_1881 	 1 	 2.1. 	 810 
coli_1883 	 1 	  	 210 
coli_1885 	 1 	  	 288 
coli_1886 	 1 	  	 144 
coli_1887 	 1 	  	 240 
coli_1888 	 1 	  	 792 
coli_1889 	 1 	  	 1374 
coli_1890 	 1 	 3.4. 	 840 
coli_1891 	 1 	 3.4. 	 2043 
coli_1893 	 1 	  	 498 
coli_1894 	 1 	  	 1179 
coli_1895 	 1 	  	 2634 
coli_1896 	 1 	 2.1. 	 1440 
coli_1897 	 1 	  	 237 
coli_1898 	 1 	 3.1. 	 657 
coli_1899 	 1 	  	 192 
coli_1900 	 1 	  	 339 
coli_1902 	 1 	  	 375 
coli_1903 	 1 	 2.7. 	 231 
coli_1904 	 1 	  	 657 
coli_1905 	 1 	 3.4. 	 2061 
coli_1906 	 1 	 3.1. 	 663 
coli_1909 	 1 	  	 291 
coli_1910 	 1 	 2.1. 	 1179 
coli_1911 	 1 	 4.1. 	 642 
coli_1912 	 1 	 4.2. 	 1812 
coli_1913 	 1 	 1.1. 	 1476 
coli_1914 	 1 	  	 150 
coli_1915 	 1 	  	 870 
coli_1916 	 1 	 2.7. 	 1443 
coli_1917 	 1 	 2.3. 	 972 
coli_1918 	 1 	  	 1323 
coli_1919 	 1 	  	 933 
coli_1920 	 1 	  	 756 
coli_1921 	 1 	  	 786 
coli_1922 	 1 	 3.6. 	 1011 
coli_1923 	 1 	 3.6. 	 612 
coli_1924 	 1 	  	 603 
coli_1925 	 1 	 3.1. 	 522 
coli_1926 	 1 	  	 741 
coli_1927 	 1 	 3.6. 	 378 
coli_1928 	 1 	 6.1. 	 1722 
coli_1929 	 1 	  	 567 
coli_1930 	 1 	  	 819 
coli_1932 	 1 	 2.1. 	 744 
coli_1933 	 1 	 2.1. 	 972 
coli_1934 	 1 	 1.7. 	 2430 
coli_1935 	 1 	  	 1101 
coli_1936 	 1 	  	 747 
coli_1937 	 1 	  	 567 
coli_1938 	 1 	 6.1. 	 1734 
coli_1939 	 1 	  	 489 
coli_1940 	 1 	  	 237 
coli_1941 	 1 	  	 2079 
coli_1942 	 1 	  	 1149 
coli_1943 	 1 	  	 135 
coli_1944 	 1 	 3.1. 	 645 
coli_1945 	 1 	  	 390 
coli_1946 	 1 	  	 1050 
coli_1947 	 1 	 2.1. 	 861 
coli_1950 	 1 	  	 504 
coli_1951 	 1 	 2.7. 	 1959 
coli_1952 	 1 	  	 927 
coli_1953 	 1 	  	 888 
coli_1954 	 1 	  	 579 
coli_1955 	 1 	  	 351 
coli_1956 	 1 	  	 504 
coli_1957 	 1 	  	 429 
coli_1958 	 1 	 2.4. 	 1425 
coli_1959 	 1 	 3.1. 	 801 
coli_1960 	 1 	  	 987 
coli_1961 	 1 	 3.6. 	 1515 
coli_1962 	 1 	  	 990 
coli_1963 	 1 	  	 504 
coli_1964 	 1 	  	 252 
coli_1965 	 1 	  	 147 
coli_1966 	 1 	  	 141 
coli_1967 	 1 	 1.16 	 498 
coli_1968 	 1 	  	 240 
coli_1969 	 1 	  	 114 
coli_1970 	 1 	  	 1152 
coli_1971 	 1 	  	 666 
coli_1975 	 1 	 2.7. 	 549 
coli_1976 	 1 	 3.1. 	 1833 
coli_1977 	 1 	  	 657 
coli_1978 	 1 	  	 129 
coli_1979 	 1 	  	 225 
coli_1980 	 1 	  	 723 
coli_1981 	 1 	  	 753 
coli_1982 	 1 	  	 669 
coli_1983 	 1 	 4.4. 	 987 
coli_1984 	 1 	  	 801 
coli_1985 	 1 	  	 552 
coli_1986 	 1 	  	 720 
coli_1987 	 1 	  	 1497 
coli_1988 	 1 	  	 1407 
coli_1989 	 1 	  	 411 
coli_1990 	 1 	  	 366 
coli_1991 	 1 	  	 1488 
coli_1992 	 1 	  	 414 
coli_1993 	 1 	  	 1206 
coli_1994 	 1 	  	 234 
coli_1995 	 1 	  	 669 
coli_1996 	 1 	  	 480 
coli_1997 	 1 	  	 315 
coli_1998 	 1 	  	 1659 
coli_1999 	 1 	  	 996 
coli_2000 	 1 	  	 687 
coli_2001 	 1 	 3.6. 	 1374 
coli_2002 	 1 	  	 444 
coli_2003 	 1 	  	 1128 
coli_2004 	 1 	  	 465 
coli_2005 	 1 	  	 1005 
coli_2006 	 1 	  	 123 
coli_2007 	 1 	  	 414 
coli_2008 	 1 	  	 306 
coli_2009 	 1 	  	 738 
coli_2010 	 1 	  	 270 
coli_2011 	 1 	  	 786 
coli_2012 	 1 	  	 624 
coli_2013 	 1 	  	 189 
coli_2014 	 1 	  	 228 
coli_2015 	 1 	  	 1677 
coli_2016 	 1 	  	 816 
coli_2017 	 1 	  	 183 
coli_2018 	 1 	  	 912 
coli_2019 	 1 	 3.1. 	 471 
coli_2020 	 1 	  	 921 
coli_2021 	 1 	 2.1. 	 1419 
coli_2022 	 1 	  	 696 
coli_2024 	 1 	  	 486 
coli_2025 	 1 	  	 198 
coli_2026 	 1 	  	 390 
coli_2027 	 1 	  	 144 
coli_2028 	 1 	  	 852 
coli_2029 	 1 	  	 1359 
coli_2030 	 1 	  	 672 
coli_2031 	 1 	 3.5. 	 414 
coli_2032 	 1 	 1.8. 	 1005 
coli_2033 	 1 	  	 636 
coli_2034 	 1 	  	 651 
coli_2035 	 1 	  	 531 
coli_2039 	 1 	  	 150 
coli_2040 	 1 	  	 2571 
coli_2041 	 1 	  	 705 
coli_2042 	 1 	  	 1317 
coli_2043 	 1 	 3.2. 	 1455 
coli_2044 	 1 	  	 717 
coli_2045 	 1 	  	 120 
coli_2047 	 1 	  	 1455 
coli_2049 	 1 	  	 951 
coli_2050 	 1 	  	 918 
coli_2052 	 1 	  	 933 
coli_2053 	 1 	 2.4. 	 1080 
coli_2054 	 1 	 2.7. 	 744 
coli_2055 	 1 	 2.7. 	 546 
coli_2056 	 1 	  	 123 
coli_2057 	 1 	  	 981 
coli_2058 	 1 	  	 165 
coli_2059 	 1 	  	 126 
coli_2060 	 1 	  	 906 
coli_2061 	 1 	  	 366 
coli_2062 	 1 	  	 153 
coli_2063 	 1 	  	 600 
coli_2066 	 1 	  	 447 
coli_2067 	 1 	  	 222 
coli_2068 	 1 	  	 249 
coli_2069 	 1 	  	 375 
coli_2070 	 1 	  	 192 
coli_2071 	 1 	  	 330 
coli_2073 	 1 	  	 117 
coli_2074 	 1 	  	 474 
coli_2075 	 1 	 3.4. 	 1167 
coli_2076 	 1 	 3.1. 	 1428 
coli_2077 	 1 	  	 228 
coli_2079 	 1 	  	 1359 
coli_2080 	 1 	  	 930 
coli_2081 	 1 	  	 825 
coli_2082 	 1 	  	 255 
coli_2083 	 1 	  	 252 
coli_2084 	 1 	 2.4. 	 900 
coli_2085 	 1 	 1.1. 	 1305 
coli_2086 	 1 	 2.6. 	 1071 
coli_2087 	 1 	 4.2. 	 1068 
coli_2088 	 1 	 2.4. 	 591 
coli_2089 	 1 	 5.3. 	 738 
coli_2090 	 1 	 4.1. 	 777 
coli_2091 	 1 	 3.6. 	 612 
coli_2092 	 1 	  	 981 
coli_2093 	 1 	 1.1. 	 1092 
coli_2094 	 1 	 1.1. 	 1407 
coli_2095 	 1 	  	 981 
coli_2096 	 1 	  	 474 
coli_2097 	 1 	  	 1119 
coli_2098 	 1 	  	 993 
coli_2099 	 1 	  	 1167 
coli_2100 	 1 	 5.4. 	 1104 
coli_2101 	 1 	  	 1248 
coli_2102 	 1 	 5.1. 	 135 
coli_2103 	 1 	 2.7. 	 882 
coli_2104 	 1 	 1.1. 	 900 
coli_2105 	 1 	 4.2. 	 1086 
coli_2106 	 1 	  	 894 
coli_2107 	 1 	  	 1395 
coli_2108 	 1 	 2.4. 	 1221 
coli_2109 	 1 	 2.-. 	 1281 
coli_2110 	 1 	  	 1479 
coli_2111 	 1 	 2.7. 	 1395 
coli_2112 	 1 	  	 1371 
coli_2113 	 1 	 5.3. 	 1437 
coli_2114 	 1 	 2.4. 	 1224 
coli_2115 	 1 	 3.6. 	 480 
coli_2116 	 1 	 1.1. 	 966 
coli_2117 	 1 	 4.2. 	 1122 
coli_2118 	 1 	 2.3. 	 549 
coli_2119 	 1 	 2.4. 	 747 
coli_2120 	 1 	  	 1185 
coli_2121 	 1 	 2.4. 	 1218 
coli_2122 	 1 	 2.3. 	 489 
coli_2123 	 1 	 2.4. 	 840 
coli_2124 	 1 	 2.7. 	 2163 
coli_2125 	 1 	 3.1. 	 444 
coli_2126 	 1 	  	 1047 
coli_2127 	 1 	  	 117 
coli_2128 	 1 	  	 1584 
coli_2129 	 1 	  	 1854 
coli_2130 	 1 	 3.5. 	 582 
coli_2131 	 1 	 2.7. 	 642 
coli_2132 	 1 	  	 3318 
coli_2133 	 1 	 3.2. 	 849 
coli_2134 	 1 	  	 1353 
coli_2135 	 1 	  	 1947 
coli_2136 	 1 	  	 462 
coli_2137 	 1 	  	 681 
coli_2138 	 1 	  	 660 
coli_2139 	 1 	  	 1248 
coli_2140 	 1 	  	 3123 
coli_2141 	 1 	  	 3078 
coli_2142 	 1 	  	 1416 
coli_2143 	 1 	  	 1404 
coli_2144 	 1 	  	 723 
coli_2145 	 1 	  	 198 
coli_2146 	 1 	  	 333 
coli_2147 	 1 	  	 1362 
coli_2148 	 1 	  	 219 
coli_2149 	 1 	  	 147 
coli_2150 	 1 	  	 333 
coli_2151 	 1 	 2.7. 	 900 
coli_2152 	 1 	  	 447 
coli_2153 	 1 	  	 300 
coli_2154 	 1 	  	 276 
coli_2155 	 1 	  	 867 
coli_2156 	 1 	  	 1041 
coli_2157 	 1 	  	 1356 
coli_2158 	 1 	 2.7. 	 285 
coli_2159 	 1 	  	 453 
coli_2160 	 1 	 4.1. 	 1263 
coli_2161 	 1 	 4.1. 	 855 
coli_2162 	 1 	 4.1. 	 1053 
coli_2163 	 1 	  	 1278 
coli_2164 	 1 	  	 1005 
coli_2165 	 1 	  	 747 
coli_2166 	 1 	  	 966 
coli_2167 	 1 	  	 819 
coli_2168 	 1 	 2.7. 	 801 
coli_2169 	 1 	 2.7. 	 789 
coli_2170 	 1 	  	 273 
coli_2171 	 1 	  	 825 
coli_2172 	 1 	  	 339 
coli_2173 	 1 	  	 1035 
coli_2174 	 1 	  	 2481 
coli_2175 	 1 	  	 675 
coli_2176 	 1 	  	 543 
coli_2177 	 1 	  	 156 
coli_2178 	 1 	  	 1110 
coli_2179 	 1 	 6.1. 	 2034 
coli_2180 	 1 	  	 825 
coli_2181 	 1 	  	 1845 
coli_2182 	 1 	  	 960 
coli_2183 	 1 	  	 3633 
coli_2184 	 1 	  	 1089 
coli_2185 	 1 	  	 2280 
coli_2186 	 1 	  	 1137 
coli_2187 	 1 	  	 1845 
coli_2188 	 1 	  	 156 
coli_2190 	 1 	  	 471 
coli_2191 	 1 	  	 720 
coli_2192 	 1 	  	 1686 
coli_2193 	 1 	  	 732 
coli_2194 	 1 	  	 732 
coli_2195 	 1 	  	 927 
coli_2196 	 1 	  	 1158 
coli_2197 	 1 	  	 918 
coli_2198 	 1 	 3.2. 	 2298 
coli_2199 	 1 	  	 159 
coli_2200 	 1 	 1.1. 	 1716 
coli_2201 	 1 	 3.4. 	 894 
coli_2202 	 1 	  	 120 
coli_2204 	 1 	  	 126 
coli_2206 	 1 	  	 762 
coli_2207 	 1 	  	 1089 
coli_2208 	 1 	  	 210 
coli_2209 	 1 	 1.-. 	 948 
coli_2210 	 1 	  	 399 
coli_2212 	 1 	 3.5. 	 885 
coli_2213 	 1 	  	 720 
coli_2214 	 1 	  	 240 
coli_2215 	 1 	 1.3. 	 1239 
coli_2216 	 1 	 1.3. 	 1236 
coli_2217 	 1 	  	 1011 
coli_2218 	 1 	 3.6. 	 1476 
coli_2220 	 1 	  	 1041 
coli_2221 	 1 	  	 1158 
coli_2222 	 1 	 3.5. 	 669 
coli_2223 	 1 	  	 114 
coli_2224 	 1 	 3.1. 	 837 
coli_2225 	 1 	  	 1926 
coli_2226 	 1 	  	 1470 
coli_2227 	 1 	  	 183 
coli_2228 	 1 	  	 882 
coli_2230 	 1 	  	 858 
coli_2231 	 1 	  	 1089 
coli_2232 	 1 	  	 1251 
coli_2233 	 1 	 3.2. 	 942 
coli_2234 	 1 	  	 699 
coli_2235 	 1 	  	 1251 
coli_2236 	 1 	 3.2. 	 939 
coli_2237 	 1 	 2.7. 	 942 
coli_2238 	 1 	 2.7. 	 1692 
coli_2239 	 1 	 2.7. 	 939 
coli_2240 	 1 	  	 1131 
coli_2241 	 1 	  	 132 
coli_2242 	 1 	  	 189 
coli_2243 	 1 	  	 1182 
coli_2244 	 1 	  	 162 
coli_2245 	 1 	  	 573 
coli_2246 	 1 	  	 1467 
coli_2247 	 1 	  	 987 
coli_2248 	 1 	  	 714 
coli_2250 	 1 	  	 1494 
coli_2251 	 1 	  	 1815 
coli_2252 	 1 	  	 1095 
